StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Online Classes Taken
6469.0,Angela Warren,1,90.0,8.0,60.0,1,1,88.0,False
1606.0,Mary Benson,0,70.0,18.0,70.0,3,1,80.0,True
1994.0,Yvonne Krueger,1,70.0,22.0,88.0,2,0,85.0,False
2915.0,Keith Bailey,0,91.0,30.0,77.0,0,0,68.0,False
6633.0,Barbara Case,0,92.0,12.0,90.0,3,1,90.0,False
3148.0,Jamie Torres,0,70.0,8.0,88.0,1,0,88.0,True
8911.0,Justin Jacobs,1,78.0,25.0,65.0,3,2,87.0,False
4845.0,Kevin Reynolds,1,82.0,15.0,78.0,1,2,90.0,True
2043.0,Michelle Kelly,0,70.0,20.0,86.0,3,0,72.0,False
6820.0,Terry Hernandez,1,82.0,18.0,65.0,2,1,87.0,False
2817.0,Aaron Duarte,1,91.0,22.0,85.0,2,0,72.0,True
4365.0,Micheal Perez,0,78.0,18.0,77.0,2,2,87.0,False
3257.0,Troy Bradford,1,92.0,17.0,60.0,1,0,78.0,True
2396.0,Bobby Wilkinson,0,95.0,8.0,88.0,3,0,72.0,True
8025.0,Juan Lopez,0,88.0,17.0,70.0,1,0,78.0,True
2389.0,Virginia Medina,0,88.0,8.0,65.0,0,0,80.0,True
1947.0,Leah Holmes,0,70.0,8.0,78.0,2,1,90.0,False
9647.0,Todd Brooks,1,70.0,17.0,90.0,2,1,88.0,False
7627.0,Madeline Rush,1,88.0,20.0,78.0,2,2,62.0,True
5396.5,Ronnie Lee,0,92.0,20.0,70.0,2,2,72.0,True
1383.0,Nicole Frederick,1,82.0,22.0,82.0,3,2,62.0,True
7110.0,Jason Adams,0,82.0,30.0,85.0,1,1,87.0,True
8424.0,Mallory Fletcher,0,92.0,22.0,86.0,2,1,92.0,True
7187.0,David Cummings,1,90.0,30.0,70.0,3,0,90.0,False
7751.0,Kelly Suarez,1,90.0,15.0,60.0,0,2,92.0,False
9502.0,Drew Morse,1,88.0,22.0,77.0,0,2,78.0,True
3364.0,Lauren Stephens,1,85.0,17.0,65.0,2,1,87.0,False
1534.0,Penny Miller,1,82.0,30.0,85.0,3,2,87.0,False
1659.0,Paula Stewart,1,90.0,30.0,82.0,1,2,85.0,True
3328.0,Jonathan Johnson,0,85.0,18.0,82.0,3,0,78.0,False
2106.0,Laura Ross,1,70.0,17.0,86.0,2,1,78.0,False
8786.0,Brandy Wilson,1,78.0,12.0,77.0,1,1,78.0,False
2463.0,Brittany Briggs,0,70.0,25.0,60.0,1,1,80.0,False
2450.0,Carl Coleman,1,85.0,22.0,82.0,2,1,87.0,True
9877.0,Crystal Chandler,1,91.0,12.0,90.0,1,1,80.0,True
1310.0,Elizabeth Nichols,0,92.0,25.0,86.0,1,0,80.0,True
9052.0,Jesse Barber,1,95.0,18.0,65.0,0,0,72.0,True
2878.0,Julie Jackson,1,82.0,10.0,82.0,0,0,85.0,False
7672.0,Cindy Morales,1,85.0,22.0,88.0,0,0,80.0,False
3334.0,Andrea Frey,0,95.0,18.0,60.0,2,0,92.0,True
9076.0,Ashley Franco,0,90.0,18.0,78.0,1,2,72.0,True
7676.0,Kimberly Calderon,1,85.0,18.0,70.0,3,1,87.0,True
5990.0,Lisa Brooks,0,85.0,20.0,70.0,3,0,90.0,True
9806.0,Destiny Todd,0,82.0,17.0,78.0,1,2,88.0,True
1985.0,Dawn Luna,0,88.0,22.0,78.0,1,2,92.0,False
1745.0,Jacob Yoder,1,82.0,22.0,85.0,2,0,62.0,False
8077.0,Martha Moody,1,91.0,12.0,88.0,1,1,85.0,False
5473.0,James Torres,1,95.0,30.0,90.0,1,1,90.0,True
5396.5,Joshua Robertson,0,85.0,15.0,65.0,0,1,78.0,True
2270.0,Shelly Stuart,1,85.0,20.0,88.0,0,1,90.0,True
3044.0,Julie Williams,0,95.0,25.0,77.0,1,0,80.0,False
4137.0,Tamara Jones,1,91.0,18.0,90.0,3,2,90.0,True
1116.0,Todd Orozco,1,70.0,20.0,78.0,3,1,78.0,True
2070.0,Jeffrey Torres,1,90.0,10.0,82.0,3,0,72.0,True
1378.0,Chad Colon,0,82.0,17.0,78.0,1,1,80.0,False
7666.0,Alan Williams,0,90.0,12.0,77.0,1,2,72.0,True
1769.0,Cameron Austin,0,88.0,12.0,77.0,1,0,62.0,True
4696.0,Dawn Nguyen,0,90.0,25.0,90.0,0,2,85.0,True
1456.0,Andrea Phillips,0,70.0,15.0,86.0,1,2,92.0,False
1891.0,Robert Bishop,0,88.0,18.0,85.0,3,1,78.0,False
3045.0,Melanie Mckinney,1,85.0,15.0,60.0,1,1,87.0,False
1897.0,Joseph Ellis,0,91.0,8.0,85.0,2,1,80.0,False
7581.0,Jennifer Smith,1,91.0,8.0,90.0,3,1,88.0,False
8014.0,Vickie Holloway,1,95.0,15.0,77.0,2,2,88.0,True
2106.0,Nancy Munoz,1,91.0,10.0,70.0,2,2,62.0,False
4046.0,David Taylor,1,88.0,15.0,78.0,0,2,88.0,True
6098.0,Amber Gray,1,78.0,17.0,82.0,3,2,85.0,True
1939.0,Christian Barr,1,82.0,12.0,78.0,0,2,92.0,True
2120.0,Kimberly Harrison,1,92.0,17.0,77.0,3,1,90.0,False
5909.0,Mark Fleming,0,95.0,10.0,85.0,1,0,78.0,True
4772.0,Felicia Carpenter,0,88.0,25.0,90.0,1,1,90.0,True
7558.0,Rebecca Kelly,1,85.0,30.0,78.0,2,2,80.0,False
8215.0,Aaron Walls,1,91.0,30.0,78.0,1,0,92.0,False
3855.0,Mark King,0,82.0,25.0,65.0,3,0,68.0,True
3248.0,James Macdonald,0,90.0,30.0,90.0,2,2,92.0,True
9633.0,Alexander Thompson,0,90.0,20.0,65.0,0,0,92.0,False
6209.0,Kaitlin Walton,0,92.0,18.0,86.0,3,0,72.0,False
5049.0,Ashley Kaufman,1,88.0,10.0,70.0,3,2,92.0,False
2062.0,Megan Bernard,1,82.0,8.0,70.0,1,2,72.0,False
9609.0,Kelly Harper,0,85.0,17.0,82.0,3,2,88.0,True
4325.0,Daniel White,0,92.0,8.0,90.0,2,2,62.0,False
2388.0,Justin Castro,1,90.0,18.0,77.0,2,2,92.0,False
7981.0,John Odonnell,0,85.0,8.0,60.0,1,2,90.0,True
8236.0,Whitney Tapia,1,88.0,20.0,88.0,2,0,72.0,True
5528.0,Jeff Lawrence,1,90.0,20.0,85.0,1,0,72.0,True
5096.0,Jeremy Shields,0,88.0,25.0,86.0,0,1,72.0,False
5617.0,Matthew Davies,0,70.0,8.0,86.0,1,2,72.0,False
4728.0,Christine Hamilton,1,92.0,17.0,90.0,2,1,72.0,False
6581.0,Crystal Proctor,1,95.0,25.0,60.0,0,0,78.0,True
5396.5,Tracy Kelley,1,91.0,10.0,82.0,1,2,90.0,False
7608.0,Victoria Mcbride,0,95.0,22.0,78.0,3,0,68.0,False
7247.0,Ellen Cross MD,1,70.0,20.0,70.0,0,0,78.0,False
5991.0,David Stevens,1,88.0,20.0,70.0,0,0,88.0,True
2138.0,Frank Brown DDS,0,88.0,25.0,90.0,2,1,72.0,False
5396.5,Jenna Price,1,78.0,30.0,60.0,0,0,87.0,False
2126.0,Deborah Barajas,0,88.0,10.0,90.0,2,2,78.0,False
4325.0,Richard Howard Jr.,1,88.0,25.0,78.0,0,2,87.0,True
9615.0,Anita Dougherty,0,91.0,17.0,77.0,1,1,80.0,False
6681.0,Alicia Watson,0,70.0,22.0,65.0,0,0,68.0,False
8501.0,Deborah Hunter,0,78.0,22.0,85.0,0,1,80.0,False
9810.0,Morgan Gilbert,0,90.0,25.0,77.0,0,1,87.0,True
9264.0,Taylor Crawford,0,70.0,17.0,65.0,2,0,72.0,True
8567.0,Danny Sanchez,0,95.0,8.0,90.0,0,0,80.0,True
6359.0,Cory Rosario DDS,0,85.0,17.0,85.0,2,1,92.0,True
8713.0,Andrea Frey,0,78.0,18.0,78.0,3,0,68.0,False
3759.0,Kyle Perez,1,85.0,18.0,65.0,1,2,68.0,True
8242.0,Kelly Gibson MD,1,82.0,20.0,60.0,2,2,80.0,False
4305.0,Angela Garcia,1,95.0,25.0,90.0,2,0,62.0,False
4148.0,Dylan Vaughan,1,92.0,20.0,65.0,0,0,62.0,False
4105.0,Kevin Santiago,1,82.0,8.0,60.0,2,0,92.0,True
1245.0,Terry Rodriguez,0,95.0,15.0,60.0,3,2,92.0,False
1719.0,Chad Mason,1,92.0,8.0,82.0,3,2,87.0,True
5127.0,Jessica Ferguson,1,91.0,30.0,60.0,0,2,68.0,False
8899.0,Andrew Schroeder,1,95.0,18.0,86.0,3,2,62.0,True
9248.0,Jeffrey Garcia,1,88.0,15.0,86.0,1,2,92.0,True
2300.0,Jason Hood,1,78.0,30.0,77.0,2,0,68.0,True
4900.0,Sandra Leon,0,88.0,10.0,78.0,1,1,80.0,False
1388.0,Tyler Mccormick,1,95.0,30.0,90.0,3,1,80.0,True
4644.0,Megan Murphy,0,82.0,30.0,65.0,1,1,80.0,True
4153.0,Charles Vincent,1,78.0,18.0,65.0,2,0,88.0,True
4871.0,Mrs. Cindy Sharp DVM,1,70.0,17.0,82.0,1,1,92.0,True
5966.0,Andrea Frey,0,91.0,17.0,90.0,2,2,87.0,False
7188.0,Sarah Dixon,1,85.0,17.0,60.0,2,1,62.0,False
1324.0,Teresa Rodriguez,0,70.0,20.0,82.0,3,1,68.0,False
7233.0,Shannon Spencer,0,88.0,17.0,82.0,0,1,88.0,True
8688.0,Darlene Tapia,1,78.0,25.0,78.0,1,1,90.0,False
7113.0,Ryan Ball,0,85.0,18.0,86.0,2,2,80.0,False
3660.0,Anita Berger,1,70.0,18.0,88.0,2,1,78.0,True
7313.0,Tom Bradley,1,92.0,25.0,77.0,1,2,80.0,True
5281.0,Melinda Cummings,0,78.0,18.0,90.0,3,1,68.0,True
7297.0,Melissa Donaldson,0,91.0,20.0,70.0,3,2,68.0,False
9202.0,Charles Pearson,0,91.0,18.0,60.0,2,0,80.0,True
5407.0,Isaiah Moore,1,70.0,18.0,78.0,0,2,80.0,False
9600.0,Jonathan Ramirez,1,88.0,8.0,65.0,0,2,68.0,False
3981.0,Mrs. Melanie Mueller,1,85.0,22.0,90.0,0,0,80.0,True
5249.0,Ms. Heather Dean,0,85.0,22.0,85.0,0,0,85.0,False
2052.0,David Malone,0,85.0,22.0,90.0,1,2,87.0,True
1685.0,Melissa Brown,1,92.0,12.0,78.0,0,1,72.0,False
8961.0,Jason Woods,0,95.0,22.0,60.0,1,2,90.0,False
7528.0,Rachel Diaz,0,91.0,15.0,88.0,1,0,80.0,False
3275.0,Michael Jones,1,91.0,20.0,70.0,2,1,92.0,False
9436.0,Taylor Mcgee,0,92.0,15.0,88.0,1,1,90.0,False
8279.0,Christopher Ray,1,91.0,17.0,60.0,3,0,90.0,True
7305.0,Alyssa Berg MD,0,91.0,25.0,65.0,1,1,80.0,True
5396.5,Jordan Thornton,0,78.0,17.0,85.0,1,1,72.0,True
2465.0,Dr. James Henry DDS,1,70.0,15.0,65.0,1,2,85.0,False
3016.0,James Stevens,1,82.0,17.0,85.0,1,0,88.0,True
6623.0,Kevin Marquez,0,70.0,12.0,60.0,3,0,85.0,True
2460.0,Colleen Porter,0,91.0,25.0,85.0,3,2,68.0,True
6092.0,Christian Odom,1,91.0,12.0,90.0,0,2,90.0,True
9515.0,Calvin Macias,1,90.0,8.0,78.0,2,2,90.0,True
9189.0,Kim Fischer,0,78.0,22.0,82.0,0,1,80.0,True
5480.0,Travis Schultz,0,92.0,17.0,82.0,0,0,90.0,True
4687.0,Bonnie Morris,1,78.0,17.0,60.0,2,1,68.0,False
6528.0,Tiffany Morris,0,85.0,30.0,60.0,0,0,72.0,True
9978.0,Paul Poole,0,90.0,10.0,88.0,3,0,85.0,True
8239.0,Richard Perez,0,88.0,10.0,90.0,3,1,92.0,False
2670.0,Bernard Whitaker,1,70.0,8.0,65.0,1,0,90.0,True
2922.0,Melinda Miller,0,91.0,8.0,65.0,0,0,80.0,False
5959.0,Christina Gonzales,1,70.0,20.0,77.0,0,2,78.0,True
2353.0,Maria Gray,1,85.0,12.0,90.0,1,1,88.0,False
2549.0,Mary Bennett,1,70.0,17.0,60.0,2,1,68.0,True
7640.0,Dr. Erik Pineda,1,70.0,12.0,70.0,2,2,87.0,True
4399.0,Sandra Burns,1,78.0,22.0,65.0,1,1,78.0,True
3110.0,Patricia Hunt,1,78.0,20.0,70.0,2,0,87.0,False
6956.0,Erika Kennedy,1,70.0,15.0,90.0,2,0,72.0,False
3291.0,Timothy Newman,0,95.0,12.0,88.0,3,1,72.0,True
4884.0,Tanya Bowen,1,92.0,10.0,82.0,3,0,88.0,False
5544.0,Rhonda Davenport,1,91.0,8.0,85.0,2,2,85.0,False
8472.0,Cheryl Brown,1,88.0,8.0,65.0,2,0,87.0,True
7097.0,Angela Bridges,1,70.0,10.0,88.0,0,2,80.0,True
5425.0,Brandon Rasmussen,1,82.0,20.0,70.0,0,0,90.0,False
5476.0,Ryan Beltran,1,92.0,18.0,78.0,1,2,92.0,True
3879.0,Allison Novak,0,91.0,17.0,85.0,2,2,88.0,False
5396.5,Matthew Winters,1,78.0,30.0,60.0,0,2,72.0,False
3090.0,Kirsten Davis,0,85.0,12.0,78.0,0,0,62.0,True
7064.0,Paige Turner,1,91.0,8.0,77.0,0,2,80.0,False
5519.0,Aimee Christensen,0,88.0,25.0,82.0,2,2,62.0,True
2256.0,Jessica Howard,1,90.0,10.0,86.0,1,0,85.0,True
7946.0,Lisa Zhang,1,85.0,17.0,70.0,2,1,87.0,True
1119.0,Jonathan Daniel,0,88.0,30.0,90.0,2,1,88.0,True
9577.0,Cheyenne Oliver,1,78.0,18.0,88.0,0,0,90.0,False
7211.0,Brianna Henderson,1,95.0,20.0,88.0,3,1,87.0,False
5337.0,Mark Sanchez,1,85.0,22.0,60.0,3,2,72.0,False
8999.0,Melissa Nguyen,1,95.0,15.0,86.0,1,2,85.0,False
4050.0,Jeff Carney,1,95.0,15.0,85.0,0,2,92.0,True
7729.0,Tammy Tanner,1,88.0,15.0,65.0,2,0,78.0,False
8017.0,Donna Robinson,1,88.0,18.0,85.0,1,1,78.0,False
1095.0,Eric Wilson,0,92.0,20.0,90.0,2,0,68.0,False
1517.0,Linda Armstrong,1,92.0,17.0,82.0,2,2,78.0,True
6322.0,Russell Jones,0,82.0,8.0,65.0,1,0,80.0,True
4874.0,Darlene Burton,1,95.0,8.0,86.0,1,2,78.0,True
8027.0,Faith Johnson,1,91.0,10.0,70.0,0,0,85.0,True
8031.0,Nathan Miller,1,85.0,20.0,70.0,3,0,92.0,True
4758.0,Donna Fowler,1,78.0,18.0,78.0,2,0,68.0,True
2489.0,Whitney Jefferson,1,70.0,8.0,70.0,2,1,92.0,False
2005.0,Shane Sanders,0,85.0,18.0,85.0,2,2,85.0,False
5046.0,Felicia Cline,0,85.0,10.0,78.0,1,0,90.0,False
2650.0,Jennifer Clark,0,78.0,18.0,78.0,1,2,85.0,True
3134.0,Miss Carla Coleman MD,0,95.0,30.0,86.0,2,1,90.0,True
7292.0,William Nelson,1,90.0,10.0,86.0,2,0,88.0,True
4160.0,Crystal Brown,0,90.0,20.0,70.0,3,2,85.0,True
9741.0,Erica Miller,1,85.0,10.0,90.0,0,1,85.0,False
6996.0,Andrea Frey,0,90.0,8.0,85.0,1,2,72.0,True
3735.0,Andrea Frey,0,78.0,18.0,78.0,3,0,80.0,False
9723.0,Emily Martin,1,78.0,17.0,70.0,1,1,62.0,True
4015.0,Erica Miller,1,78.0,22.0,90.0,3,1,80.0,False
9254.0,Wesley May,0,88.0,25.0,82.0,2,1,87.0,True
5781.0,Christopher Atkinson,1,78.0,18.0,65.0,2,0,92.0,True
1022.0,Blake Martinez,0,91.0,30.0,88.0,2,1,72.0,False
5831.0,Joy Henderson,1,85.0,18.0,88.0,3,1,85.0,True
7258.0,Mary Ramos,0,91.0,12.0,90.0,1,0,90.0,False
3550.0,Colleen Sanchez,0,92.0,8.0,88.0,0,2,87.0,True
3885.0,David Cruz,1,91.0,17.0,65.0,1,0,85.0,False
4077.0,Ralph Becker,1,78.0,20.0,60.0,3,2,62.0,True
1193.0,Denise Coleman,1,70.0,8.0,78.0,2,0,80.0,True
5385.0,Andrea Frey,1,91.0,15.0,78.0,2,1,90.0,True
3281.0,Samantha Mendoza,0,91.0,18.0,65.0,2,2,78.0,False
9906.0,Sean Lyons,1,88.0,15.0,85.0,2,2,80.0,True
1019.0,Anthony Smith,1,85.0,25.0,60.0,0,0,90.0,False
2841.0,Deborah Hernandez,0,78.0,20.0,90.0,2,2,90.0,True
6906.0,Kristi Price,1,85.0,22.0,65.0,0,2,72.0,False
3461.0,Alex Douglas,0,91.0,18.0,88.0,2,2,78.0,True
1035.0,Ian Mcdonald,1,78.0,30.0,65.0,0,2,78.0,False
5562.0,David Bauer,1,90.0,30.0,65.0,0,2,90.0,False
7782.0,Steven Hill,0,78.0,25.0,60.0,0,1,78.0,True
7301.0,Linda Beasley,1,91.0,8.0,70.0,3,1,92.0,False
1046.0,Maria Edwards,1,85.0,18.0,70.0,1,0,87.0,False
3283.0,Megan Hutchinson,0,85.0,10.0,70.0,0,0,92.0,True
2920.0,Jaime Simon,1,70.0,15.0,60.0,1,0,87.0,True
3591.0,Thomas Freeman,1,78.0,30.0,65.0,2,0,87.0,True
5396.5,Nancy Gibson,0,78.0,12.0,82.0,1,2,90.0,True
5698.0,Holly Leon,1,78.0,15.0,78.0,3,0,72.0,False
8443.0,Travis Pierce,0,91.0,12.0,82.0,3,2,68.0,False
5396.5,Nina Fowler,1,70.0,22.0,78.0,3,2,68.0,True
8674.0,Kristen Galloway,0,95.0,8.0,60.0,0,0,90.0,False
2776.0,Raven Taylor,1,90.0,30.0,86.0,1,0,92.0,True
2070.0,Samuel Robinson,1,91.0,15.0,82.0,3,1,92.0,True
5410.0,Christina Johnson,1,91.0,22.0,78.0,3,0,80.0,False
1138.0,Holly Spencer,0,88.0,8.0,70.0,3,2,62.0,True
6428.0,Jessica Davies,0,82.0,20.0,70.0,0,0,88.0,True
5753.0,Daniel Sullivan,1,78.0,17.0,85.0,2,1,92.0,True
3638.0,Richard Franklin,0,85.0,10.0,88.0,2,2,88.0,True
7350.0,Samantha Klein,1,92.0,22.0,86.0,2,0,88.0,True
1244.0,Becky Perkins,1,88.0,12.0,85.0,1,0,78.0,True
2116.0,Kimberly Pena,0,91.0,30.0,88.0,2,0,68.0,False
8753.0,Rebecca Burnett,1,85.0,10.0,85.0,3,2,80.0,False
7701.0,Anna Martinez,1,85.0,30.0,70.0,3,2,90.0,False
5396.5,James Garcia,1,91.0,15.0,90.0,2,0,68.0,False
3592.0,Monica Johnson,0,90.0,25.0,60.0,1,1,87.0,False
2787.0,Shannon Porter,1,78.0,20.0,60.0,0,0,62.0,False
5396.5,Kenneth Murray,1,85.0,20.0,78.0,1,0,72.0,True
4497.0,Amy Stout,0,91.0,18.0,86.0,0,0,90.0,True
1886.0,Andrea Frey,1,85.0,8.0,82.0,2,1,68.0,False
7636.0,Joseph Sherman,1,88.0,17.0,60.0,2,0,85.0,True
8021.0,Maria Walls,0,88.0,10.0,90.0,1,2,80.0,True
